Date,Open,High,Low,Close,Adj Close,Volume,d_volatility,VIX
2017-03-29,2356.5400390625,2363.360107421875,2352.93994140625,2361.1298828125,2361.1298828125,3106940000,0.004421807328922128,11.42
2017-03-30,2361.31005859375,2370.419921875,2358.580078125,2368.06005859375,2368.06005859375,3158420000,0.005014099570240715,11.54
2017-03-31,2364.820068359375,2370.35009765625,2362.60009765625,2362.719970703125,2362.719970703125,3354110000,0.003277204935670503,12.37
2017-04-03,2362.340087890625,2365.8701171875,2344.72998046875,2358.840087890625,2358.840087890625,3416400000,0.008948811742692984,12.38
2017-04-04,2354.760009765625,2360.530029296875,2350.719970703125,2360.159912109375,2360.159912109375,3206240000,0.004166054524905245,11.79
2017-04-05,2366.590087890625,2378.360107421875,2350.52001953125,2352.949951171875,2352.949951171875,3770520000,0.011763798062485448,12.89
2017-04-06,2353.7900390625,2364.159912109375,2348.89990234375,2357.489990234375,2357.489990234375,3201920000,0.006483165240899298,12.39
2017-04-07,2356.590087890625,2363.760009765625,2350.739990234375,2355.5400390625,2355.5400390625,3053150000,0.005524940293245556,12.87
2017-04-10,2357.159912109375,2366.3701171875,2351.5,2357.159912109375,2357.159912109375,2785410000,0.006308488919698719,14.05
2017-04-11,2353.919921875,2355.219970703125,2337.25,2353.780029296875,2353.780029296875,3117420000,0.007634062032497322,15.07
2017-04-12,2352.14990234375,2352.719970703125,2341.179931640625,2344.929931640625,2344.929931640625,3196950000,0.0049061665036744355,15.77
2017-04-13,2341.97998046875,2348.260009765625,2328.949951171875,2328.949951171875,2328.949951171875,3143890000,0.008245185165880483,15.96
2017-04-17,2332.6201171875,2349.139892578125,2332.510009765625,2349.010009765625,2349.010009765625,2824710000,0.0071292717961084365,14.66
2017-04-18,2342.530029296875,2348.35009765625,2334.5400390625,2342.18994140625,2342.18994140625,3269840000,0.005895360324535594,14.42
2017-04-19,2346.7900390625,2352.6298828125,2335.050048828125,2338.169921875,2338.169921875,3519900000,0.007491012698945076,14.93
2017-04-20,2342.68994140625,2361.3701171875,2340.909912109375,2355.840087890625,2355.840087890625,3647420000,0.008733637651529473,14.15
2017-04-21,2354.739990234375,2356.179931640625,2344.510009765625,2348.68994140625,2348.68994140625,3503360000,0.004955928010480025,14.63
2017-04-24,2370.330078125,2376.97998046875,2369.18994140625,2374.14990234375,2374.14990234375,3690650000,0.003286478594011745,10.84
2017-04-25,2381.510009765625,2392.47998046875,2381.14990234375,2388.610107421875,2388.610107421875,3995240000,0.004757518582134804,10.76
2017-04-26,2388.97998046875,2398.159912109375,2386.780029296875,2387.449951171875,2387.449951171875,4105920000,0.004763490236643638,10.85
2017-04-27,2389.699951171875,2392.10009765625,2382.679931640625,2388.77001953125,2388.77001953125,4098460000,0.00394198694735943,10.36
2017-04-28,2393.679931640625,2393.679931640625,2382.360107421875,2384.199951171875,2384.199951171875,3718270000,0.004729046715527839,10.82
2017-05-01,2388.5,2394.489990234375,2384.830078125,2388.330078125,2388.330078125,3199240000,0.004044342520148629,10.11
2017-05-02,2391.050048828125,2392.929931640625,2385.820068359375,2391.169921875,2391.169921875,3813680000,0.0029735317689124105,10.59
2017-05-03,2386.5,2389.820068359375,2379.75,2388.1298828125,2388.1298828125,3893990000,0.004219597049811439,10.68
2017-05-04,2389.7900390625,2391.429931640625,2380.35009765625,2389.52001953125,2389.52001953125,4362540000,0.004636321100711237,10.46
2017-05-05,2392.3701171875,2399.2900390625,2389.3798828125,2399.2900390625,2399.2900390625,3540140000,0.004142400951592935,10.57
2017-05-08,2399.93994140625,2401.360107421875,2393.919921875,2399.3798828125,2399.3798828125,3429440000,0.003100154890757561,9.77
2017-05-09,2401.580078125,2403.8701171875,2392.43994140625,2396.919921875,2396.919921875,3653590000,0.0047594397893964665,9.96
2017-05-10,2396.7900390625,2399.739990234375,2392.7900390625,2399.6298828125,2399.6298828125,3643530000,0.002899691278170307,10.21
2017-05-11,2394.840087890625,2395.719970703125,2381.739990234375,2394.43994140625,2394.43994140625,3727420000,0.005837542364285193,10.60
2017-05-12,2392.43994140625,2392.43994140625,2387.18994140625,2390.89990234375,2390.89990234375,3305630000,0.0021944124528008456,10.40
2017-05-15,2393.97998046875,2404.050048828125,2393.93994140625,2402.320068359375,2402.320068359375,3473600000,0.004223137830875012,10.42
2017-05-16,2404.550048828125,2405.77001953125,2396.050048828125,2400.669921875,2400.669921875,3420790000,0.004042324137882719,10.65
2017-05-17,2382.949951171875,2384.8701171875,2356.2099609375,2357.030029296875,2357.030029296875,4163000000,0.012027175071765839,15.59
2017-05-18,2354.68994140625,2375.739990234375,2352.719970703125,2365.719970703125,2365.719970703125,4319420000,0.009776242352104395,14.66
2017-05-19,2371.3701171875,2389.06005859375,2370.429931640625,2381.72998046875,2381.72998046875,3825160000,0.007856271283042381,12.04
2017-05-22,2387.2099609375,2395.4599609375,2386.919921875,2394.02001953125,2394.02001953125,3172830000,0.003577414304666429,10.93
2017-05-23,2397.0400390625,2400.85009765625,2393.8798828125,2398.419921875,2398.419921875,3213570000,0.0029078424766221687,10.72
2017-05-24,2401.409912109375,2405.580078125,2397.989990234375,2404.389892578125,2404.389892578125,3389900000,0.0031606798374368087,10.02
2017-05-25,2409.5400390625,2418.7099609375,2408.010009765625,2415.070068359375,2415.070068359375,3535390000,0.004440661287387497,9.99
2017-05-26,2414.5,2416.679931640625,2412.199951171875,2415.820068359375,2415.820068359375,2805040000,0.0018554485271277698,9.81
2017-05-30,2411.669921875,2415.260009765625,2409.429931640625,2412.909912109375,2412.909912109375,3203160000,0.0024174444736895385,10.38
2017-05-31,2415.6298828125,2415.989990234375,2403.590087890625,2411.800048828125,2411.800048828125,4516110000,0.005133196286391724,10.41
2017-06-01,2415.64990234375,2430.06005859375,2413.5400390625,2430.06005859375,2430.06005859375,3857140000,0.006838747417505196,9.89
2017-06-02,2431.280029296875,2440.22998046875,2427.7099609375,2439.070068359375,2439.070068359375,3461680000,0.005149558825139029,9.75
2017-06-05,2437.830078125,2439.550048828125,2434.320068359375,2436.10009765625,2436.10009765625,2912600000,0.002145342497690617,10.07
2017-06-06,2431.919921875,2436.2099609375,2428.1201171875,2429.330078125,2429.330078125,3357840000,0.003326525547668019,10.45
2017-06-07,2432.030029296875,2435.280029296875,2424.75,2433.139892578125,2433.139892578125,3572300000,0.004329728321619178,10.39
2017-06-08,2434.27001953125,2439.27001953125,2427.93994140625,2433.7900390625,2433.7900390625,3728860000,0.004654404825304365,10.16
2017-06-09,2436.389892578125,2446.199951171875,2415.699951171875,2431.77001953125,2431.77001953125,4027340000,0.012518521806756342,10.70
2017-06-12,2425.8798828125,2430.3798828125,2419.969970703125,2429.389892578125,2429.389892578125,4027750000,0.00429119025353639,11.46
2017-06-13,2434.14990234375,2441.489990234375,2431.280029296875,2440.35009765625,2440.35009765625,3275500000,0.0041944667942057385,10.42
2017-06-14,2443.75,2443.75,2428.340087890625,2437.919921875,2437.919921875,3555590000,0.006305846387468031,10.64
2017-06-15,2424.139892578125,2433.949951171875,2418.530029296875,2432.4599609375,2432.4599609375,3353050000,0.006360986806995111,10.90
2017-06-16,2431.239990234375,2433.14990234375,2422.8798828125,2433.14990234375,2433.14990234375,5284720000,0.004224189949368164,10.38
2017-06-19,2442.550048828125,2453.820068359375,2441.7900390625,2453.4599609375,2453.4599609375,3264700000,0.004925192547291594,10.37
2017-06-20,2450.659912109375,2450.659912109375,2436.60009765625,2437.030029296875,2437.030029296875,3416510000,0.005737154463437233,10.86
2017-06-21,2439.31005859375,2442.22998046875,2430.739990234375,2435.610107421875,2435.610107421875,3594820000,0.004710344301617369,10.75
2017-06-22,2437.39990234375,2441.6201171875,2433.27001953125,2434.5,2434.5,3468210000,0.0034258217735303634,10.48
2017-06-23,2434.64990234375,2441.39990234375,2431.110107421875,2438.300048828125,2438.300048828125,5278330000,0.004226396128646416,10.02
2017-06-26,2443.320068359375,2450.419921875,2437.030029296875,2439.070068359375,2439.070068359375,3238970000,0.00548020406803107,9.90
2017-06-27,2436.340087890625,2440.14990234375,2419.3798828125,2419.3798828125,2419.3798828125,3563910000,0.008525090415120416,11.06
2017-06-28,2428.699951171875,2442.969970703125,2428.02001953125,2440.68994140625,2440.68994140625,3500800000,0.006155536489660438,10.03
2017-06-29,2442.3798828125,2442.72998046875,2405.699951171875,2419.699951171875,2419.699951171875,3900280000,0.015161453612299414,11.44
2017-06-30,2429.199951171875,2432.7099609375,2421.64990234375,2423.409912109375,2423.409912109375,3361590000,0.0045529634513678035,11.18
2017-07-03,2431.389892578125,2439.169921875,2428.68994140625,2429.010009765625,2429.010009765625,1962290000,0.004310283801351806,11.22
2017-07-05,2430.780029296875,2434.89990234375,2422.050048828125,2432.5400390625,2432.5400390625,3367220000,0.005286308658435842,11.07
2017-07-06,2423.43994140625,2424.280029296875,2407.699951171875,2409.75,2409.75,3364520000,0.006841546943960606,12.54
2017-07-07,2413.52001953125,2426.919921875,2413.52001953125,2425.179931640625,2425.179931640625,2901330000,0.005552016239895333,11.19
2017-07-10,2424.510009765625,2432.0,2422.27001953125,2427.429931640625,2427.429931640625,2999130000,0.004013173973115742,11.11
2017-07-11,2427.35009765625,2429.300048828125,2412.7900390625,2425.530029296875,2425.530029296875,3106750000,0.006801659876573384,10.89
2017-07-12,2435.75,2445.760009765625,2435.75,2443.25,2443.25,3171620000,0.004109621170327414,10.30
2017-07-13,2444.989990234375,2449.320068359375,2441.68994140625,2447.830078125,2447.830078125,3067670000,0.0031207190964383383,9.90
2017-07-14,2449.159912109375,2463.5400390625,2446.68994140625,2459.27001953125,2459.27001953125,2736640000,0.006879949966900122,9.51
2017-07-17,2459.5,2462.820068359375,2457.159912109375,2459.139892578125,2459.139892578125,2793170000,0.0023013442772921327,9.82
2017-07-18,2455.8798828125,2460.919921875,2450.340087890625,2460.610107421875,2460.610107421875,2962130000,0.004307960685869889,9.89
2017-07-19,2463.85009765625,2473.830078125,2463.85009765625,2473.830078125,2473.830078125,3059760000,0.004050563172752882,9.79
2017-07-20,2475.56005859375,2477.6201171875,2468.429931640625,2473.449951171875,2473.449951171875,3182780000,0.0037123662239467196,9.58
2017-07-21,2467.39990234375,2472.5400390625,2465.06005859375,2472.5400390625,2472.5400390625,3059570000,0.0030315233706724506,9.36
2017-07-24,2472.0400390625,2473.10009765625,2466.320068359375,2469.909912109375,2469.909912109375,3010240000,0.0027426858747183836,9.43
2017-07-25,2477.8798828125,2481.239990234375,2474.909912109375,2477.1298828125,2477.1298828125,4108060000,0.0025546347782666083,9.43
2017-07-26,2479.969970703125,2481.68994140625,2474.93994140625,2477.830078125,2477.830078125,3557020000,0.0027218071507882934,9.60
2017-07-27,2482.760009765625,2484.0400390625,2459.929931640625,2475.419921875,2475.419921875,3995520000,0.009711010056163672,10.11
2017-07-28,2469.1201171875,2473.530029296875,2464.659912109375,2472.10009765625,2472.10009765625,3294770000,0.00359242028192767,10.29
2017-07-31,2475.93994140625,2477.9599609375,2468.530029296875,2470.300048828125,2470.300048828125,3469210000,0.003808626971488298,10.26
2017-08-01,2477.10009765625,2478.510009765625,2471.139892578125,2476.35009765625,2476.35009765625,3460860000,0.0029753005114623184,10.09
2017-08-02,2480.3798828125,2480.3798828125,2466.47998046875,2477.570068359375,2477.570068359375,3478580000,0.005603940928592324,10.28
2017-08-03,2476.030029296875,2476.030029296875,2468.85009765625,2472.159912109375,2472.159912109375,3645020000,0.0028997756714056917,10.44
2017-08-04,2476.8798828125,2480.0,2472.080078125,2476.830078125,2476.830078125,3235140000,0.0031975397474692715,10.03
2017-08-07,2477.139892578125,2480.949951171875,2475.8798828125,2480.909912109375,2480.909912109375,2931780000,0.0020467428483008448,9.93
2017-08-08,2478.35009765625,2490.8701171875,2470.320068359375,2474.919921875,2474.919921875,3344640000,0.008291826424183963,10.96
2017-08-09,2465.35009765625,2474.409912109375,2462.080078125,2474.02001953125,2474.02001953125,3308060000,0.005001250733555725,11.11
2017-08-10,2465.3798828125,2465.3798828125,2437.75,2438.2099609375,2438.2099609375,3621070000,0.01120715026723585,16.04
2017-08-11,2441.0400390625,2448.090087890625,2437.85009765625,2441.320068359375,2441.320068359375,3159930000,0.004194929239385908,15.51
2017-08-14,2454.9599609375,2468.219970703125,2454.9599609375,2465.840087890625,2465.840087890625,2822550000,0.005401314064837647,12.33
2017-08-15,2468.659912109375,2468.89990234375,2461.610107421875,2464.610107421875,2464.610107421875,2913100000,0.0029529360792536832,12.04
2017-08-16,2468.6298828125,2474.929931640625,2463.860107421875,2468.110107421875,2468.110107421875,2953650000,0.004484197609298237,11.74
2017-08-17,2462.949951171875,2465.02001953125,2430.010009765625,2430.010009765625,2430.010009765625,3142620000,0.01421466552699018,15.55
2017-08-18,2427.639892578125,2440.27001953125,2420.68994140625,2425.550048828125,2425.550048828125,3415680000,0.008065478815396376,14.26
2017-08-21,2425.5,2430.580078125,2417.35009765625,2428.3701171875,2428.3701171875,2788150000,0.005454537402082045,13.19
2017-08-22,2433.75,2454.77001953125,2433.669921875,2452.510009765625,2452.510009765625,2777490000,0.008669788456599898,11.35
2017-08-23,2444.8798828125,2448.909912109375,2441.419921875,2444.0400390625,2444.0400390625,2785290000,0.0030635411935897605,12.25
2017-08-24,2447.909912109375,2450.389892578125,2436.18994140625,2438.969970703125,2438.969970703125,2846590000,0.005800847123348113,12.23
2017-08-25,2444.719970703125,2453.9599609375,2442.219970703125,2443.050048828125,2443.050048828125,2588780000,0.004802181998373608,11.28
2017-08-28,2447.35009765625,2449.1201171875,2439.030029296875,2444.239990234375,2444.239990234375,2677700000,0.004122862479008606,11.32
2017-08-29,2431.93994140625,2449.18994140625,2428.199951171875,2446.300048828125,2446.300048828125,2737580000,0.008630965706430111,11.70
2017-08-30,2446.06005859375,2460.31005859375,2443.77001953125,2457.590087890625,2457.590087890625,2633660000,0.006761910446307249,11.22
2017-08-31,2462.64990234375,2475.010009765625,2462.64990234375,2471.64990234375,2471.64990234375,3348110000,0.005019027434679877,10.59
2017-09-01,2474.419921875,2480.3798828125,2473.85009765625,2476.550048828125,2476.550048828125,2710730000,0.0026389155286553113,10.13
2017-09-05,2470.35009765625,2471.969970703125,2446.550048828125,2457.85009765625,2457.85009765625,3490260000,0.010290007841041319,12.23
2017-09-06,2463.830078125,2469.639892578125,2459.199951171875,2465.5400390625,2465.5400390625,3374410000,0.004237281417635303,11.63
2017-09-07,2468.06005859375,2468.6201171875,2460.2900390625,2465.10009765625,2465.10009765625,3353930000,0.0033751521143072618,11.55
2017-09-08,2462.25,2467.110107421875,2459.39990234375,2461.429931640625,2461.429931640625,3302490000,0.0031313656526043253,12.12
2017-09-11,2474.52001953125,2488.949951171875,2474.52001953125,2488.110107421875,2488.110107421875,3291760000,0.005831406303739855,10.73
2017-09-12,2491.93994140625,2496.77001953125,2490.3701171875,2496.47998046875,2496.47998046875,3230920000,0.0025682410066987455,10.58
2017-09-13,2493.889892578125,2498.3701171875,2492.139892578125,2498.3701171875,2498.3701171875,3368050000,0.0024981955409965353,10.50
2017-09-14,2494.56005859375,2498.429931640625,2491.35009765625,2495.6201171875,2495.6201171875,3414460000,0.002838109252966269,10.44
2017-09-15,2495.669921875,2500.22998046875,2493.159912109375,2500.22998046875,2500.22998046875,4853170000,0.002832934074095523,10.17
2017-09-18,2502.510009765625,2508.320068359375,2499.919921875,2503.8701171875,2503.8701171875,3194300000,0.0033566884654186555,10.15
2017-09-19,2506.2900390625,2507.840087890625,2503.18994140625,2506.64990234375,2506.64990234375,3249100000,0.0018553904025068178,10.18
2017-09-20,2506.840087890625,2508.85009765625,2496.669921875,2508.239990234375,2508.239990234375,3530010000,0.00485877652910002,9.78
2017-09-21,2507.159912109375,2507.159912109375,2499.0,2500.60009765625,2500.60009765625,2930860000,0.0032546436587324564,9.67
2017-09-22,2497.260009765625,2503.469970703125,2496.5400390625,2502.219970703125,2502.219970703125,2865960000,0.002775014060820761,9.59
2017-09-25,2499.389892578125,2502.5400390625,2488.030029296875,2496.659912109375,2496.659912109375,3297890000,0.005805420678347186,10.21
2017-09-26,2501.0400390625,2503.510009765625,2495.1201171875,2496.840087890625,2496.840087890625,3043110000,0.003354561481258773,10.17
2017-09-27,2503.300048828125,2511.75,2495.909912109375,2507.0400390625,2507.0400390625,3456030000,0.006327682491773311,9.87
2017-09-28,2503.409912109375,2510.81005859375,2502.929931640625,2510.06005859375,2510.06005859375,3168620000,0.0031477573508867348,9.55
2017-09-29,2509.9599609375,2519.43994140625,2507.989990234375,2519.360107421875,2519.360107421875,3211920000,0.004561806303714226,9.51
2017-10-02,2521.199951171875,2529.22998046875,2520.39990234375,2529.1201171875,2529.1201171875,3199730000,0.0035023315468873085,9.45
2017-10-03,2530.340087890625,2535.1298828125,2528.85009765625,2534.580078125,2534.580078125,3068850000,0.002481794912194999,9.51
2017-10-04,2533.47998046875,2540.530029296875,2531.800048828125,2537.739990234375,2537.739990234375,3017120000,0.003445845452125799,9.63
2017-10-05,2540.860107421875,2552.510009765625,2540.02001953125,2552.070068359375,2552.070068359375,3045120000,0.004915654426582411,9.19
2017-10-06,2547.43994140625,2549.409912109375,2543.7900390625,2549.330078125,2549.330078125,2884570000,0.0022060865716711227,9.65
2017-10-09,2551.389892578125,2551.820068359375,2541.60009765625,2544.72998046875,2544.72998046875,2483970000,0.004005648345967985,10.33
2017-10-10,2549.989990234375,2555.22998046875,2544.860107421875,2550.639892578125,2550.639892578125,2960500000,0.004066632844281041,10.08
2017-10-11,2550.6201171875,2555.239990234375,2547.949951171875,2555.239990234375,2555.239990234375,2976090000,0.002858143795454154,9.85
2017-10-12,2552.8798828125,2555.330078125,2548.31005859375,2550.929931640625,2550.929931640625,3151510000,0.0027498432568304255,9.91
2017-10-13,2555.659912109375,2557.64990234375,2552.090087890625,2553.169921875,2553.169921875,3149440000,0.002175490732073218,9.61
2017-10-16,2555.570068359375,2559.469970703125,2552.639892578125,2557.639892578125,2557.639892578125,2916020000,0.0026726240886773157,9.91
2017-10-17,2557.169921875,2559.7099609375,2554.68994140625,2559.360107421875,2559.360107421875,2889390000,0.0019631153519783146,10.31
2017-10-18,2562.8701171875,2564.110107421875,2559.669921875,2561.260009765625,2561.260009765625,2998090000,0.0017325050993015872,10.07
2017-10-19,2553.389892578125,2562.360107421875,2547.919921875,2562.10009765625,2562.10009765625,2990710000,0.00565529987756587,10.05
2017-10-20,2567.56005859375,2575.43994140625,2567.56005859375,2575.2099609375,2575.2099609375,3384650000,0.0030690159656151543,9.97
2017-10-23,2578.080078125,2578.2900390625,2564.330078125,2564.97998046875,2564.97998046875,3211710000,0.005414867077229376,11.07
2017-10-24,2568.659912109375,2572.179931640625,2565.580078125,2569.1298828125,2569.1298828125,3427330000,0.0025693761499961366,11.16
2017-10-25,2566.52001953125,2567.39990234375,2544.0,2557.14990234375,2557.14990234375,3874510000,0.009117365991956597,11.23
2017-10-26,2560.080078125,2567.070068359375,2559.800048828125,2560.39990234375,2560.39990234375,3869050000,0.0028397625501521634,11.3
2017-10-27,2570.260009765625,2582.97998046875,2565.93994140625,2581.070068359375,2581.070068359375,3887110000,0.006629694660367779,9.8
2017-10-30,2577.75,2580.030029296875,2568.25,2572.830078125,2572.830078125,3658870000,0.004569888195858791,10.5
2017-10-31,2575.989990234375,2578.2900390625,2572.14990234375,2575.260009765625,2575.260009765625,3827230000,0.0023836027088720724,10.18
2017-11-01,2583.2099609375,2588.39990234375,2574.919921875,2579.360107421875,2579.360107421875,3813180000,0.005218306166587341,10.2
2017-11-02,2579.4599609375,2581.110107421875,2566.169921875,2579.85009765625,2579.85009765625,4048270000,0.005791981954798405,9.93
2017-11-03,2581.929931640625,2588.419921875,2576.77001953125,2587.840087890625,2587.840087890625,3567710000,0.004512090820507801,9.14
2017-11-06,2587.469970703125,2593.3798828125,2585.659912109375,2591.1298828125,2591.1298828125,3539080000,0.0029835981829876685,9.4
2017-11-07,2592.110107421875,2597.02001953125,2584.35009765625,2590.639892578125,2590.639892578125,3809650000,0.004887879507403165,9.89
2017-11-08,2588.7099609375,2595.469970703125,2585.02001953125,2594.3798828125,2594.3798828125,3899360000,0.004036740820547759,9.78
2017-11-09,2584.0,2586.5,2566.330078125,2584.6201171875,2584.6201171875,3831610000,0.007805697320046439,10.5
