ANO,MES,DIA,UNIDADES,DIA_SEMANA,FECHAS_IMPORT
2018,9,24,16.38500023,1,0
2018,9,25,61.98199844,2,0
2018,9,26,24.84000015,3,0
2018,9,27,31.83699989,4,0
2018,9,28,75.63600159,5,0
2018,9,29,114.2519989,6,0
2018,9,30,77.63800049,7,0
2018,10,1,10.56999969,1,0
2018,10,2,10.13000011,2,0
2018,10,3,12.62199974,3,0
2018,10,4,31.23200035,4,0
2018,10,5,55.61800003,5,0
2018,10,6,72.37400055,6,0
2018,10,7,50.87599945,7,0
2018,10,8,25.15200043,1,0
2018,10,9,16.94400024,2,0
2018,10,10,11.10200024,3,0
2018,10,11,15.32600021,4,0
2018,10,12,152.9210052,5,0
2018,10,13,141.3860016,6,0
2018,10,14,99.70800018,7,0
2018,10,15,75.47799683,1,0
2018,10,16,24.33699989,2,0
2018,10,17,9.855999947,3,0
2018,10,18,26.27799988,4,0
2018,10,19,51.92699814,5,0
2018,10,20,113.7580032,6,0
2018,10,21,50.56200027,7,0
2018,10,22,7.044000149,1,0
2018,10,23,10.57999992,2,0
2018,10,24,13.18700027,3,0
2018,10,25,24.6760006,4,0
2018,10,26,7.274000168,5,0
2018,10,27,261.8819885,6,0
2018,10,28,43.12900162,7,0
2018,10,29,32.81600189,1,0
2018,10,30,55.97600174,2,0
2018,10,31,90.40899658,3,1
